sequence,target
9 7 10 1138 119 1 1 1 1 1 1 1 1 1 1,8
29 4 867 488 10 569 261 1 1 1 1 1 1 1 1,6
58 153 10 588 5 35 1 1 1 1 1 1 1 1 1,9
77 349 28 79 7 23 9 4 1319 119 1 1 1 1 1,8
11647 393 7 1 1 1 1 1 1 1 1 1 1 1 1,3
40 23 548 890 56 95 1 1 1 1 1 1 1 1 1,6
389 8 29 4 2833 104 10 86 1 1 1 1 1 1 1,6
77 213 7 8 29 555 4 152 10 160 35 1 1 1 1,6
291 37 10 11648 1 1 1 1 1 1 1 1 1 1 1,8
973 472 16 7 1 1 1 1 1 1 1 1 1 1 1,3
9 11649 1 1 1 1 1 1 1 1 1 1 1 1 1,8
7 8 9 519 1 1 1 1 1 1 1 1 1 1 1,2
36 23 1118 8372 370 1 1 1 1 1 1 1 1 1 1,0
40 23 117 226 17 2765 1 1 1 1 1 1 1 1 1,0
69 1402 499 1 1 1 1 1 1 1 1 1 1 1 1,3
171 45 10 185 1 1 1 1 1 1 1 1 1 1 1,6
29 4 151 330 10 1120 261 1 1 1 1 1 1 1 1,6
54 48 7 23 1076 3973 1 1 1 1 1 1 1 1 1,2
77 349 28 79 7 23 9 4 248 767 119 1 1 1 1,8
36 23 85 121 117 2155 1 1 1 1 1 1 1 1 1,4
974 102 103 836 1 1 1 1 1 1 1 1 1 1 1,8
9459 63 447 1007 1169 68 1 1 1 1 1 1 1 1 1,3
36 23 701 236 10 5 1 1 1 1 1 1 1 1 1,0
14 15 120 186 29 10 98 1 1 1 1 1 1 1 1,6
106 107 4 5 35 1 1 1 1 1 1 1 1 1 1,6
14 15 23 148 11650 10 1704 1 1 1 1 1 1 1 1,6
7 4 347 374 1 1 1 1 1 1 1 1 1 1 1,1
36 23 935 327 178 566 1 1 1 1 1 1 1 1 1,5
131 566 10 154 1 1 1 1 1 1 1 1 1 1 1,5
77 213 7 8 29 303 4 245 74 10 160 35 1 1 1,8
36 23 1422 648 156 114 115 1 1 1 1 1 1 1 1,8
36 23 151 236 10 309 1 1 1 1 1 1 1 1 1,5
23 35 11651 1 1 1 1 1 1 1 1 1 1 1 1,0
7 23 106 81 457 6024 10 82 1 1 1 1 1 1 1,6
14 15 1920 11652 1 1 1 1 1 1 1 1 1 1 1,8
14 15 29 4 171 189 10 345 1 1 1 1 1 1 1,6
77 78 28 79 23 286 230 4 4741 35 1 1 1 1 1,6
7 117 286 1931 117 5 1 1 1 1 1 1 1 1 1,7
151 330 4 53 1 1 1 1 1 1 1 1 1 1 1,6
43 1554 10 43 35 1 1 1 1 1 1 1 1 1 1,6
86 1680 1187 101 1 1 1 1 1 1 1 1 1 1 1,0
7 23 58 95 4 5 35 1 1 1 1 1 1 1 1,9
7 8 2 193 10 1043 1 1 1 1 1 1 1 1 1,1
77 349 28 79 7 23 27 28 29 1320 10 251 35 1 1,6
36 23 387 2 95 117 1933 43 1 1 1 1 1 1 1,1
36 23 647 295 9 116 1 1 1 1 1 1 1 1 1,5
122 102 1014 15 1712 124 1713 68 1 1 1 1 1 1 1,6
36 23 1561 119 9 116 1 1 1 1 1 1 1 1 1,8
77 302 7 8 9 7 117 1237 1570 119 216 217 384 1 1,8
58 1698 4 154 35 1 1 1 1 1 1 1 1 1 1,9
77 213 9 7 4 1242 119 4 216 217 1 1 1 1 1,8
9 116 1495 1 1 1 1 1 1 1 1 1 1 1 1,8
14 15 1649 189 29 10 1131 1 1 1 1 1 1 1 1,5
495 15 269 1 1 1 1 1 1 1 1 1 1 1 1,9
3388 175 1 1 1 1 1 1 1 1 1 1 1 1 1,3
77 78 28 79 7 23 641 664 1 1 1 1 1 1 1,8
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
106 81 1 1 1 1 1 1 1 1 1 1 1 1 1,0
9 7 4 4994 2400 1 1 1 1 1 1 1 1 1 1,8
36 23 1118 369 121 1 1 1 1 1 1 1 1 1 1,0
218 28 11653 1 1 1 1 1 1 1 1 1 1 1 1,3
36 23 29 4 55 56 10 11654 1 1 1 1 1 1 1,6
7 8 9 10 3957 1 1 1 1 1 1 1 1 1 1,8
36 23 596 85 7 83 3374 1 1 1 1 1 1 1 1,4
40 23 151 438 1789 1790 95 10 208 1 1 1 1 1 1,5
14 15 29 4 712 10 173 1 1 1 1 1 1 1 1,6
14 15 9 116 10 7145 1 1 1 1 1 1 1 1 1,8
40 23 1435 295 9 116 1 1 1 1 1 1 1 1 1,5
77 213 9 7 4 1847 39 4 216 217 1 1 1 1 1,8
7 4 406 373 1 1 1 1 1 1 1 1 1 1 1,4
36 23 387 388 2 95 117 1118 1 1 1 1 1 1 1,1
36 23 401 9 116 1 1 1 1 1 1 1 1 1 1,8
36 23 327 178 10 18 1 1 1 1 1 1 1 1 1,5
9 116 4 11655 1 1 1 1 1 1 1 1 1 1 1,8
106 107 10 185 1 1 1 1 1 1 1 1 1 1 1,6
36 23 9 116 117 5989 1 1 1 1 1 1 1 1 1,8
14 15 230 29 10 931 1 1 1 1 1 1 1 1 1,6
7816 8 877 348 117 347 2852 1 1 1 1 1 1 1 1,3
14 15 8562 1402 5239 218 153 1 1 1 1 1 1 1 1,3
14 15 114 511 218 28 98 1439 1 1 1 1 1 1 1,4
101 3658 132 992 1 1 1 1 1 1 1 1 1 1 1,8
36 23 711 327 566 1 1 1 1 1 1 1 1 1 1,5
14 15 49 29 10 1784 1 1 1 1 1 1 1 1 1,6
77 349 28 79 7 23 27 28 29 4 245 74 10 5 35 ,6
7 8 724 3016 10 154 35 1 1 1 1 1 1 1 1,2
301 56 10 309 1 1 1 1 1 1 1 1 1 1 1,6
40 23 9 116 1 1 1 1 1 1 1 1 1 1 1,8
493 74 10 208 1 1 1 1 1 1 1 1 1 1 1,6
14 15 49 29 10 82 1 1 1 1 1 1 1 1 1,6
369 370 4 18 1 1 1 1 1 1 1 1 1 1 1,0
36 23 301 325 95 10 713 1 1 1 1 1 1 1 1,6
36 23 11656 1091 7 1 1 1 1 1 1 1 1 1 1,5
151 438 1658 95 10 160 1 1 1 1 1 1 1 1 1,6
14 15 29 171 189 10 2436 1 1 1 1 1 1 1 1,0
36 23 48 9 116 4 11657 525 10 3111 119 1 1 1 1,8
875 10 5 35 1 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 4 248 5001 119 1 1 1 1,8
7646 449 11658 11659 132 11660 1 1 1 1 1 1 1 1 1,6
109 1868 10 208 1 1 1 1 1 1 1 1 1 1 1,5
77 78 28 79 7 23 9 116 4 1477 119 1 1 1 1,8
7 8 29 4 825 10 82 1 1 1 1 1 1 1 1,6
510 153 4 18 35 1 1 1 1 1 1 1 1 1 1,6
7 8 9 10 11661 1 1 1 1 1 1 1 1 1 1,8
4648 132 1069 658 68 1 1 1 1 1 1 1 1 1 1,8
77 302 7 8 29 555 4 92 93 94 152 10 34 1 1,6
117 226 10 160 1 1 1 1 1 1 1 1 1 1 1,5
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
74 4 11662 1 1 1 1 1 1 1 1 1 1 1 1,6
1985 230 29 10 5 6 1 1 1 1 1 1 1 1 1,6
29 4 867 151 236 10 82 1 1 1 1 1 1 1 1,6
185 278 1 1 1 1 1 1 1 1 1 1 1 1 1,6
58 29 10 470 261 1 1 1 1 1 1 1 1 1 1,6
11663 5 11664 1 1 1 1 1 1 1 1 1 1 1 1,7
14 15 672 4 166 10 48 378 167 1 1 1 1 1 1,4
7 134 1 1 1 1 1 1 1 1 1 1 1 1 1,6
9 7 4 11665 11666 1 1 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 27 28 80 81 4 154 1 1 1,1
14 15 49 29 10 8091 1 1 1 1 1 1 1 1 1,6
171 56 10 659 261 1 1 1 1 1 1 1 1 1 1,0
7 8 9 10 11 1 1 1 1 1 1 1 1 1 1,8
77 40 488 74 17 274 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 29 92 301 325 10 223 35 ,6
14 15 128 4 127 1 1 1 1 1 1 1 1 1 1,4
14 15 83 151 4 670 1 1 1 1 1 1 1 1 1,6
77 40 23 85 121 4 34 1 1 1 1 1 1 1 1,4
11667 8 48 29 4 49 10 3393 1 1 1 1 1 1 1,6
178 117 190 1 1 1 1 1 1 1 1 1 1 1 1,6
14 15 16 10 1655 1 1 1 1 1 1 1 1 1 1,6
36 23 9 7 1 1 1 1 1 1 1 1 1 1 1,8
14 15 23 49 29 10 255 1 1 1 1 1 1 1 1,6
7 8 2 193 10 1043 1203 1 1 1 1 1 1 1 1,1
7 8 29 4 4539 10 5 1 1 1 1 1 1 1 1,6
14 15 11668 10 4900 1 1 1 1 1 1 1 1 1 1,6
36 23 408 309 280 117 426 119 1 1 1 1 1 1 1,7
36 23 29 2068 395 548 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 80 81 4 154 1 1 1,1
77 36 23 178 117 226 1 1 1 1 1 1 1 1 1,1
11669 102 103 501 1 1 1 1 1 1 1 1 1 1 1,2
148 29 126 4 4053 261 1 1 1 1 1 1 1 1 1,6
14 15 1421 94 29 10 935 1 1 1 1 1 1 1 1,6
14 15 23 148 29 10 53 1 1 1 1 1 1 1 1,6
88 224 4 34 35 1 1 1 1 1 1 1 1 1 1,0
7 8 27 28 29 30 11670 10 1066 35 1 1 1 1 1,6
1131 132 5367 672 1 1 1 1 1 1 1 1 1 1 1,3
304 11238 4 659 261 1 1 1 1 1 1 1 1 1 1,0
14 15 58 29 10 11671 1 1 1 1 1 1 1 1 1,9
7 23 9 4 927 1 1 1 1 1 1 1 1 1 1,8
822 782 102 103 1 1 1 1 1 1 1 1 1 1 1,3
27 28 947 534 4 242 10 223 35 1 1 1 1 1 1,5
77 302 7 8 9 7 117 11672 119 4 384 216 217 1 1,8
36 23 29 4 301 325 10 5 1 1 1 1 1 1 1,6
821 2253 412 789 1 1 1 1 1 1 1 1 1 1 1,8
36 23 5 109 95 10 5 1 1 1 1 1 1 1 1,5
77 78 28 79 7 23 9 4 716 119 1 1 1 1 1,8
74 4 289 104 296 245 33 10 34 1 1 1 1 1 1,6
36 23 5 344 2 95 1 1 1 1 1 1 1 1 1,1
9 7 119 2568 1 1 1 1 1 1 1 1 1 1 1,8
8 565 10 623 1 1 1 1 1 1 1 1 1 1 1,6
1729 15 101 1 1 1 1 1 1 1 1 1 1 1 1,1
14 15 9 7 4 11673 294 1 1 1 1 1 1 1 1,8
7 8 9 10 667 1 1 1 1 1 1 1 1 1 1,8
324 325 10 98 6 1 1 1 1 1 1 1 1 1 1,8
58 95 10 208 35 1 1 1 1 1 1 1 1 1 1,0
5 2 95 1 1 1 1 1 1 1 1 1 1 1 1,1
11674 23 16 1 1 1 1 1 1 1 1 1 1 1 1,8
488 10 251 1 1 1 1 1 1 1 1 1 1 1 1,6
171 189 10 185 1 1 1 1 1 1 1 1 1 1 1,6
40 23 74 230 17 98 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 519 117 2876 525 10 768 294 10 752 ,8
14 15 114 115 3364 518 1 1 1 1 1 1 1 1 1,2
36 23 11675 85 672 1 1 1 1 1 1 1 1 1 1,4
83 108 153 10 807 35 1 1 1 1 1 1 1 1 1,6
77 302 7 8 9 7 117 2047 119 216 217 384 1 1 1,8
148 10 5 1 1 1 1 1 1 1 1 1 1 1 1,0
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
14 15 2853 218 153 1 1 1 1 1 1 1 1 1 1,3
36 23 5 344 2 95 1 1 1 1 1 1 1 1 1,5
14 11279 9 116 10 11676 1 1 1 1 1 1 1 1 1,8
77 40 23 85 121 4 1 1 1 1 1 1 1 1 1,4
36 23 58 95 117 309 35 1 1 1 1 1 1 1 1,9
58 29 10 5 35 1 1 1 1 1 1 1 1 1 1,8
1120 261 140 7 1 1 1 1 1 1 1 1 1 1 1,0
40 23 242 4369 534 1 1 1 1 1 1 1 1 1 1,9
867 230 10 5 1 1 1 1 1 1 1 1 1 1 1,6
14 15 148 29 10 34 1 1 1 1 1 1 1 1 1,8
54 15 471 224 4 43 1 1 1 1 1 1 1 1 1,0
77 78 28 79 7 23 9 4 248 1477 119 1 1 1 1,8
36 23 88 408 5 984 280 1 1 1 1 1 1 1 1,7
185 103 1 1 1 1 1 1 1 1 1 1 1 1 1,6
58 29 95 10 5 35 1 1 1 1 1 1 1 1 1,9
10024 658 68 1 1 1 1 1 1 1 1 1 1 1 1,3
230 10 86 1 1 1 1 1 1 1 1 1 1 1 1,6
29 4 1487 334 10 1120 261 1 1 1 1 1 1 1 1,6
3534 102 4483 1 1 1 1 1 1 1 1 1 1 1 1,0
40 23 327 566 10 82 1 1 1 1 1 1 1 1 1,5
14 15 799 4 255 1 1 1 1 1 1 1 1 1 1,7
7 117 1699 1700 29 10 376 35 1 1 1 1 1 1 1,5
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,6
33 153 10 410 1 1 1 1 1 1 1 1 1 1 1,6
36 23 9 116 10 943 119 742 2572 525 1 1 1 1 1,8
36 23 1895 95 10 288 1 1 1 1 1 1 1 1 1,5
193 121 4 5467 1 1 1 1 1 1 1 1 1 1 1,6
185 104 29 1 1 1 1 1 1 1 1 1 1 1 1,6
14 15 29 4 49 10 166 1 1 1 1 1 1 1 1,6
101 102 103 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 471 396 117 711 1 1 1 1 1 1 1 1 1,2
77 349 28 79 7 23 9 10 732 119 1 1 1 1 1,8
521 15 3258 5309 315 68 1 1 1 1 1 1 1 1 1,6
36 23 327 566 10 1047 1 1 1 1 1 1 1 1 1,5
77 213 7 8 2 193 10 319 35 1 1 1 1 1 1,1
83 108 148 153 10 420 35 1 1 1 1 1 1 1 1,6
43 140 7 1 1 1 1 1 1 1 1 1 1 1 1,0
58 95 10 5 35 1 1 1 1 1 1 1 1 1 1,9
14 15 23 9 7 1 1 1 1 1 1 1 1 1 1,2
77 78 28 79 7 23 27 28 29 171 1057 325 10 420 35 ,6
77 78 28 79 7 23 245 74 10 208 1 1 1 1 1,6
77 78 28 79 7 23 1297 1611 2 275 10 18 35 1 1,1
14 15 2857 348 117 120 393 1 1 1 1 1 1 1 1,3
898 533 9542 1 1 1 1 1 1 1 1 1 1 1 1,8
14 15 109 95 10 82 1 1 1 1 1 1 1 1 1,5
7 8 28 9 10 1045 1 1 1 1 1 1 1 1 1,8
2 193 10 43 35 1 1 1 1 1 1 1 1 1 1,1
1131 11677 29 1 1 1 1 1 1 1 1 1 1 1 1,6
7 8 9 4 234 1 1 1 1 1 1 1 1 1 1,8
77 349 28 9 7 4 1570 119 1 1 1 1 1 1 1,8
1389 10 623 181 1 1 1 1 1 1 1 1 1 1 1,6
666 4 208 1 1 1 1 1 1 1 1 1 1 1 1,5
122 102 225 5298 363 315 1480 1 1 1 1 1 1 1 1,6
109 95 420 1 1 1 1 1 1 1 1 1 1 1 1,5
77 302 7 8 9 117 11678 119 4 816 384 1 1 1 1,8
122 15 776 1768 102 1284 68 1 1 1 1 1 1 1 1,6
122 1187 1900 2242 1 1 1 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 9 116 4 516 351 119 1 1 1,8
36 23 151 230 95 10 82 1 1 1 1 1 1 1 1,6
36 23 9 116 117 5429 1 1 1 1 1 1 1 1 1,8
389 8 190 1 1 1 1 1 1 1 1 1 1 1 1,0
14 15 804 115 4 1042 1168 1 1 1 1 1 1 1 1,0
36 23 9 116 117 11679 1 1 1 1 1 1 1 1 1,8
7 8 27 28 29 301 325 10 3748 35 1 1 1 1 1,6
7 8 280 4 711 1 1 1 1 1 1 1 1 1 1,6
36 23 376 387 388 2 95 1 1 1 1 1 1 1 1,5
58 95 10 18 1 1 1 1 1 1 1 1 1 1 1,9
11680 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2
7 8 9 4 7293 1 1 1 1 1 1 1 1 1 1,8
1731 33 10 5 35 1 1 1 1 1 1 1 1 1 1,6
35 664 7 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 100 98 85 121 1 1 1 1 1 1 1 1 1,4
7 8 9 10 4693 1 1 1 1 1 1 1 1 1 1,8
2 1863 117 5 4742 2 1 1 1 1 1 1 1 1 1,1
36 23 48 80 4 1192 10 569 261 1 1 1 1 1 1,6
36 23 171 703 10 587 1 1 1 1 1 1 1 1 1,6
81 4 659 261 1 1 1 1 1 1 1 1 1 1 1,1
11681 11682 4 154 6 1 1 1 1 1 1 1 1 1 1,0
260 261 109 95 1 1 1 1 1 1 1 1 1 1 1,5
1985 56 10 5 1 1 1 1 1 1 1 1 1 1 1,6
7 8 9 10 3502 1 1 1 1 1 1 1 1 1 1,8
11683 102 103 1 1 1 1 1 1 1 1 1 1 1 1,6
7 8 28 9 4 1 1 1 1 1 1 1 1 1 1,8
7 8 27 28 29 83 1714 10 34 1 1 1 1 1 1,8
77 78 28 79 23 9 7 117 2167 1 1 1 1 1 1,8
661 153 10 18 35 1 1 1 1 1 1 1 1 1 1,6
7 23 69 1723 1505 1 1 1 1 1 1 1 1 1 1,3
78 28 79 23 805 115 4 641 1475 899 11684 1 1 1 1,6
36 23 151 1967 4 6117 98 1 1 1 1 1 1 1 1,8
14 15 5 121 4 2776 294 1 1 1 1 1 1 1 1,4
14 15 29 4 148 10 765 1 1 1 1 1 1 1 1,6
14 15 1649 189 29 10 185 1 1 1 1 1 1 1 1,5
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
14 15 230 4101 10 166 1 1 1 1 1 1 1 1 1,6
2 193 1 1 1 1 1 1 1 1 1 1 1 1 1,5
326 98 55 56 1 1 1 1 1 1 1 1 1 1 1,6
36 23 1326 1270 5 85 121 1 1 1 1 1 1 1 1,4
101 102 103 501 1 1 1 1 1 1 1 1 1 1 1,9
77 78 28 9 7 4 681 119 1 1 1 1 1 1 1,8
661 29 10 5 1 1 1 1 1 1 1 1 1 1 1,6
14 15 825 29 10 1 1 1 1 1 1 1 1 1 1,6
117 3966 1 1 1 1 1 1 1 1 1 1 1 1 1,5
36 23 34 1930 715 1 1 1 1 1 1 1 1 1 1,0
7 8 9 4 10 577 1 1 1 1 1 1 1 1 1,8
521 102 81 63 447 1 1 1 1 1 1 1 1 1 1,8
106 107 4 659 261 35 1 1 1 1 1 1 1 1 1,6
163 4 151 202 153 1 1 1 1 1 1 1 1 1 1,2
96 189 10 76 35 1 1 1 1 1 1 1 1 1 1,5
14 15 148 813 10 11685 261 1 1 1 1 1 1 1 1,6
7 23 77 322 115 1 1 1 1 1 1 1 1 1 1,3
749 29 10 1106 35 1 1 1 1 1 1 1 1 1 1,6
7 8 29 4 407 6557 10 154 1 1 1 1 1 1 1,8
77 78 28 79 7 23 27 28 29 902 10 2751 2752 1 1,2
14 15 408 224 117 88 4 3440 11686 18 1 1 1 1 1,0
9 970 4 1138 1 1 1 1 1 1 1 1 1 1 1,8
9 7 11687 1 1 1 1 1 1 1 1 1 1 1 1,8
14 15 114 511 4 1278 7319 1 1 1 1 1 1 1 1,8
369 121 4 5 117 4292 11688 63 447 1 1 1 1 1 1,8
18 1635 2 95 1 1 1 1 1 1 1 1 1 1 1,5
795 29 10 2113 1 1 1 1 1 1 1 1 1 1 1,6
106 107 10 161 35 1 1 1 1 1 1 1 1 1 1,6
36 23 806 95 10 711 1 1 1 1 1 1 1 1 1,6
301 56 153 10 309 1 1 1 1 1 1 1 1 1 1,6
122 102 1014 15 60 4660 917 1 1 1 1 1 1 1 1,6
36 23 7 4 1010 461 1 1 1 1 1 1 1 1 1,7
320 117 1668 1459 1669 114 115 1 1 1 1 1 1 1 1,0
23 10 5707 7 1 1 1 1 1 1 1 1 1 1 1,8
106 107 4 470 261 35 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 245 74 10 82 1 1 1 1 1,6
4053 261 148 1 1 1 1 1 1 1 1 1 1 1 1,6
106 107 10 552 1 1 1 1 1 1 1 1 1 1 1,6
178 179 10 623 28 29 756 1 1 1 1 1 1 1 1,6
14 15 49 29 10 4284 1 1 1 1 1 1 1 1 1,6
1653 132 2638 68 1 1 1 1 1 1 1 1 1 1 1,6
661 29 10 5 35 1 1 1 1 1 1 1 1 1 1,6
7 8 28 9 10 667 1 1 1 1 1 1 1 1 1,8
154 148 153 1 1 1 1 1 1 1 1 1 1 1 1,6
151 312 33 29 10 5 35 1 1 1 1 1 1 1 1,6
14 15 29 4 96 189 10 1553 1 1 1 1 1 1 1,6
7 8 29 4 55 3546 10 5 35 1 1 1 1 1 1,6
14 15 9 7 4 665 1 1 1 1 1 1 1 1 1,6
14 15 114 783 633 115 1 1 1 1 1 1 1 1 1,4
14 15 167 121 4 50 10 990 167 1 1 1 1 1 1,4
78 28 79 23 109 95 4 185 1 1 1 1 1 1 1,5
148 153 4 705 35 1 1 1 1 1 1 1 1 1 1,6
4259 153 1 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 693 280 1 1 1 1 1 1 1 1 1 1 1,0
7 8 28 9 9 10 407 1 1 1 1 1 1 1 1,8
7 8 3185 1661 511 1 1 1 1 1 1 1 1 1 1,5
49 29 10 154 35 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 29 4 245 74 10 5 35 ,6
694 3330 123 66 68 1 1 1 1 1 1 1 1 1 1,6
36 23 596 85 121 1 1 1 1 1 1 1 1 1 1,4
949 78 28 4575 3932 1 1 1 1 1 1 1 1 1 1,3
14 15 104 29 10 420 1 1 1 1 1 1 1 1 1,6
36 23 1475 117 6172 3358 1 1 1 1 1 1 1 1 1,3
140 4 531 282 7 1 1 1 1 1 1 1 1 1 1,2
36 23 9 37 3140 39 1 1 1 1 1 1 1 1 1,8
14 15 29 4 148 104 10 711 1 1 1 1 1 1 1,6
122 102 1014 15 627 1711 1712 124 1713 68 1 1 1 1 1,6
14 15 1613 10 34 1 1 1 1 1 1 1 1 1 1,6
14 15 1175 109 95 34 1 1 1 1 1 1 1 1 1,5
106 107 10 48 931 1 1 1 1 1 1 1 1 1 1,0
9 7 119 4066 1 1 1 1 1 1 1 1 1 1 1,8
36 23 140 4 319 1 1 1 1 1 1 1 1 1 1,0
6176 15 1452 1776 63 1453 1455 523 68 1 1 1 1 1 1,6
36 23 972 295 9 116 1 1 1 1 1 1 1 1 1,5
8736 1497 132 115 501 1 1 1 1 1 1 1 1 1 1,8
5150 8 178 4 120 211 1123 10 623 1 1 1 1 1 1,0
493 29 10 43 1 1 1 1 1 1 1 1 1 1 1,6
2 3 10 5 35 1 1 1 1 1 1 1 1 1 1,1
96 45 29 10 548 1 1 1 1 1 1 1 1 1 1,2
77 78 28 79 23 9 10 768 119 1 1 1 1 1 1,8
439 14 15 9 7 117 1 1 1 1 1 1 1 1 1,8
661 29 10 223 6 1 1 1 1 1 1 1 1 1 1,6
1433 3156 1 1 1 1 1 1 1 1 1 1 1 1 1,8
527 243 10 208 1 1 1 1 1 1 1 1 1 1 1,5
35 4 154 1 1 1 1 1 1 1 1 1 1 1 1,1
148 29 10 185 1 1 1 1 1 1 1 1 1 1 1,6
171 45 10 345 106 1 1 1 1 1 1 1 1 1 1,6
29 4 58 10 1749 463 1 1 1 1 1 1 1 1 1,9
14 15 23 48 148 29 10 531 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 519 10 490 119 1 1 1 1,8
7 8 9 667 1 1 1 1 1 1 1 1 1 1 1,3
7 8 28 9 10 234 1 1 1 1 1 1 1 1 1,8
320 23 1022 1023 115 1 1 1 1 1 1 1 1 1 1,0
29 4 96 45 10 161 1 1 1 1 1 1 1 1 1,0
122 15 245 153 1 1 1 1 1 1 1 1 1 1 1,6
7 8 27 28 29 230 10 2878 1485 1 1 1 1 1 1,6
40 23 74 289 104 17 34 1 1 1 1 1 1 1 1,0
7 8 9 1 1 1 1 1 1 1 1 1 1 1 1,2
36 23 1435 295 9 116 1 1 1 1 1 1 1 1 1,4
8 151 2746 10 623 1 1 1 1 1 1 1 1 1 1,6
40 23 85 121 4 34 1 1 1 1 1 1 1 1 1,4
2943 15 3156 719 315 68 1 1 1 1 1 1 1 1 1,6
14 15 114 115 117 2103 2104 1278 279 1 1 1 1 1 1,3
77 78 28 79 7 23 9 4 248 716 119 1 1 1 1,8
36 23 274 171 2095 1 1 1 1 1 1 1 1 1 1,6
36 23 88 396 117 596 1 1 1 1 1 1 1 1 1,7
58 29 10 255 35 1 1 1 1 1 1 1 1 1 1,9
661 153 10 309 1 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 29 871 10 160 35 1 1,6
154 15 1653 132 11689 1 1 1 1 1 1 1 1 1 1,2
18 10088 1 1 1 1 1 1 1 1 1 1 1 1 1,8
1223 132 101 992 1 1 1 1 1 1 1 1 1 1 1,8
117 226 1 1 1 1 1 1 1 1 1 1 1 1 1,1
40 23 109 117 185 1 1 1 1 1 1 1 1 1 1,5
1985 230 10 5 35 1 1 1 1 1 1 1 1 1 1,6
27 28 724 81 10 161 1 1 1 1 1 1 1 1 1,5
1865 193 10 5 225 1 1 1 1 1 1 1 1 1 1,8
14 15 96 172 29 10 190 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 80 81 4 5 1 1 1,0
9 7 4 4220 458 1 1 1 1 1 1 1 1 1 1,8
9 2875 1 1 1 1 1 1 1 1 1 1 1 1 1,8
35 277 1 1 1 1 1 1 1 1 1 1 1 1 1,1
7 8 9 4 407 1 1 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 9 10 1355 119 1 1 1 1 1,8
109 193 1106 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 1561 9 116 1 1 1 1 1 1 1 1 1 1,8
2331 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
140 4 223 1 1 1 1 1 1 1 1 1 1 1 1,7
61 3631 503 3283 917 1 1 1 1 1 1 1 1 1 1,8
3053 3054 63 620 103 1 1 1 1 1 1 1 1 1 1,0
77 78 28 79 7 23 27 28 29 4 245 74 10 120 98 35 ,6
36 23 1577 7 1 1 1 1 1 1 1 1 1 1 1,8
36 23 326 556 290 10 260 261 1 1 1 1 1 1 1,5
36 23 151 614 95 10 420 1 1 1 1 1 1 1 1,6
36 23 5 702 316 317 1 1 1 1 1 1 1 1 1,7
2266 7004 153 10 1606 1 1 1 1 1 1 1 1 1 1,6
14 15 887 29 10 1 1 1 1 1 1 1 1 1 1,1
96 189 153 10 82 35 1 1 1 1 1 1 1 1 1,6
36 23 85 121 4 1118 1 1 1 1 1 1 1 1 1,4
36 23 5884 5240 1459 5885 6532 71 1 1 1 1 1 1 1,3
14 15 806 29 10 185 1 1 1 1 1 1 1 1 1,6
40 23 596 140 945 551 7 1 1 1 1 1 1 1 1,5
7 8 27 28 29 245 33 10 34 1 1 1 1 1 1,0
36 23 140 4 1092 1 1 1 1 1 1 1 1 1 1,8
14 15 1010 821 1011 1 1 1 1 1 1 1 1 1 1,2
77 349 28 79 7 23 9 10 732 294 1 1 1 1 1,8
14 15 151 6985 10 376 1 1 1 1 1 1 1 1 1,6
40 23 289 104 95 10 5 1 1 1 1 1 1 1 1,5
7 8 23 178 10 379 10 2608 1 1 1 1 1 1 1,6
36 23 252 390 803 837 10369 426 119 114 511 1 1 1 1,3
7 8 114 511 4 1278 2288 1 1 1 1 1 1 1 1,7
185 11690 102 7 1 1 1 1 1 1 1 1 1 1 1,6
77 302 7 8 9 37 117 948 119 1 1 1 1 1 1,8
55 325 10 5 1 1 1 1 1 1 1 1 1 1 1,5
36 23 327 566 10 486 1 1 1 1 1 1 1 1 1,1
36 23 88 396 117 208 1 1 1 1 1 1 1 1 1,0
2 193 10 223 1 1 1 1 1 1 1 1 1 1 1,1
96 189 355 171 106 1 1 1 1 1 1 1 1 1 1,6
320 23 58 95 1 1 1 1 1 1 1 1 1 1 1,0
